date,nav,ret
2024-02-05,1.0,0.0
2024-02-06,1.0,0.0
2024-02-07,1.0,0.0
2024-02-08,1.0,0.0
2024-02-13,1.0,0.0
2024-02-14,1.0,0.0
2024-02-15,1.0,0.0
2024-02-16,1.0,0.0
2024-02-19,1.0,0.0
2024-02-20,1.0,0.0
2024-02-21,1.0,0.0
2024-02-22,1.0,0.0
2024-02-23,1.0,0.0
2024-02-26,1.0,0.0
2024-02-27,1.0,0.0
2024-02-28,1.0,0.0
2024-02-29,1.0,0.0
2024-03-04,1.0,0.0
2024-03-05,1.0,0.0
2024-03-06,1.0,0.0
2024-03-07,1.0,0.0
2024-03-08,1.0,0.0
2024-03-11,1.0,0.0
2024-03-12,1.0,0.0
2024-03-13,1.0,0.0
2024-03-14,1.0,0.0
2024-03-15,1.0,0.0
2024-03-18,1.0,0.0
2024-03-19,1.0,0.0
2024-03-20,1.0,0.0
2024-03-21,1.0,0.0
2024-03-22,1.0,0.0
2024-03-25,1.0,0.0
2024-03-26,1.0,0.0
2024-03-27,1.0,0.0
2024-03-28,1.0,0.0
2024-03-29,1.0,0.0
2024-04-01,1.0,0.0
2024-04-02,1.0,0.0
2024-04-03,1.0,0.0
2024-04-04,1.0,0.0
2024-04-05,1.0,0.0
2024-04-08,1.0,0.0
2024-04-09,1.0,0.0
2024-04-11,1.0,0.0
2024-04-12,1.0,0.0
2024-04-15,1.0,0.0
2024-04-16,1.0,0.0
2024-04-17,1.0,0.0
2024-04-18,1.0,0.0
2024-04-19,1.0,0.0
2024-04-22,1.0,0.0
2024-04-23,1.0,0.0
2024-04-24,1.0,0.0
2024-04-25,1.0,0.0
2024-04-26,1.0,0.0
2024-04-29,1.0,0.0
2024-04-30,1.0,0.0
2024-05-02,1.0,0.0
2024-05-03,1.0,0.0
2024-05-07,1.0,0.0
2024-05-08,1.0,0.0
2024-05-09,1.0,0.0
2024-05-10,1.0,0.0
2024-05-13,1.0,0.0
2024-05-14,1.0019909852611786,0.0019909852611785794
2024-05-16,1.0115311229709925,0.009521181178418603
2024-05-17,0.9997234742692808,-0.011673045379989033
2024-05-20,1.00804689876393,0.008325726772328679
2024-05-21,1.0027929098802644,-0.0052120480605695185
2024-05-22,1.0027929098802644,0.0
2024-05-23,1.0027929098802644,0.0
2024-05-24,0.9871692060946271,-0.015580189719832327
2024-05-27,1.0008848823383016,0.013893946609148777
2024-05-28,1.0019909852611786,0.0011051250172675608
2024-05-29,0.9873074689599867,-0.014654339726783538
2024-05-30,0.9694439067555236,-0.018093210844723262
2024-05-31,0.9690567707325166,-0.0003993382394889
2024-06-03,0.986505544340901,0.01800593539550288
2024-06-04,0.9792605701960567,-0.007344078486335004
2024-06-05,0.98907723363659,0.01002456724931533
2024-06-07,1.0021292481265383,0.01319615298590926
2024-06-10,0.9933633824627383,-0.008747240618101504
2024-06-11,0.9943035699471836,0.0009464688361215945
2024-06-12,1.0030694356109835,0.008816085880356983
2024-06-13,1.0099272737328209,0.006836852842256214
2024-06-14,1.0133008876475955,0.0033404523301023836
2024-06-17,1.0077703730332106,-0.0054579194411090715
2024-06-18,1.0183889610928296,0.010536713862364211
2024-06-19,1.0335978762823879,0.014934289127837452
2024-06-20,1.0376628045239606,0.003932794692064867
2024-06-21,1.028758675994801,-0.008580946035976034
2024-06-24,1.0209606503885185,-0.007580033868236469
2024-06-25,1.0239471282802863,0.0029251645405055093
2024-06-26,1.0323811630672233,0.008236787382862154
2024-06-27,1.0311921024251305,-0.0011517651470509538
2024-06-28,1.0372756685009539,0.005899546807540679
2024-07-01,1.0392666537621325,0.001919436965156951
2024-07-02,1.0318557641788568,-0.007130883644200781
2024-07-03,1.036169565578077,0.004180624413774536
2024-07-04,1.050023504687111,0.013370339729390723
2024-07-05,1.0694079584105298,0.01846097124196766
2024-07-08,1.0658960816303955,-0.003283944871098732
2024-07-09,1.0696844841412492,0.003554194987806847
2024-07-10,1.0692696955451704,-0.0003877672362536666
2024-07-11,1.0758786605093604,0.006180821350987964
2024-07-12,1.061084533915881,-0.013750738941578633
2024-07-15,1.0678041091723585,0.006332742624830523
2024-07-16,1.0684677709260846,0.0006215201346626564
2024-07-17,1.0595636423969248,-0.008333549004891472
2024-07-18,1.0517932693637142,-0.00733355951666359
2024-07-19,1.0394049166274921,-0.011778315280260854
2024-07-22,1.0290352017255204,-0.009976588272853082
2024-07-23,1.0319940270442163,0.0028753392631606367
2024-07-24,1.025938113541465,-0.0058681672025723275
2024-07-25,1.0072173215717721,-0.01824748659065789
2024-07-26,1.0126372258938694,0.00538106742806943
2024-07-29,1.0247214003263003,0.011933369743309719
2024-07-30,1.0151536100434144,-0.009336967374585114
2024-07-31,1.030003041783038,0.014627768243850703
2024-08-01,1.0308326189751957,0.0008054123711340733
2024-08-02,0.9893261067942373,-0.04026503567787976
2024-08-05,0.8985427093991096,-0.09176286441009585
2024-08-06,0.9234300251638415,0.02769742106234996
2024-08-07,0.9445289384177199,0.022848415883092832
2024-08-08,0.9375051848574512,-0.007436250256170007
2024-08-09,0.9503083261897521,0.013656608559714511
2024-08-12,0.9612310925531622,0.01149391840772851
2024-08-13,0.9644940961756493,0.0033946089007796942
2024-08-14,0.9735364875701685,0.009375268786375734
2024-08-16,0.9966263860852254,0.02371754814520255
2024-08-19,0.9878605204214254,-0.00879553841458336
2024-08-20,0.9977324890081023,0.009993281827342937
2024-08-21,0.9963498603545061,-0.0013857709043541
2024-08-22,0.997870751873462,0.0015264633232494607
2024-08-23,0.9971794375466638,-0.0006927894474311191
2024-08-26,0.9919254486629981,-0.005268850004159664
2024-08-27,0.9869203329369799,-0.00504585877170971
