,open,high,low,close,volume,code,ma,rsi,maps
20,86291.03518041733,88777.58681212142,85181.35418517403,86377.98848829538,2820204,069500,83310.13132696637,66.20883871314416,13.099472497883207
21,86740.31919000506,87796.03106874762,85233.29152516463,86471.36785297253,732188,069500,83598.47816838129,66.47205698693273,8.935077709612974
22,88168.57411853591,90271.03711662335,87203.62680832899,88069.58938650553,3830896,069500,83889.49339452581,72.05049494162968,9.854230093346082
23,87983.06820603246,89945.07893222345,86593.26740248641,88371.53557468852,7121006,069500,84236.85687149726,80.49497098660036,10.39108477337687
24,86124.61706526035,88369.98669465669,84917.61106115476,86851.64200089866,7934170,069500,84358.37761377433,67.64010850282449,4.070465804439152
25,87249.2672508411,87252.13842001189,85191.4732087594,87137.52274377356,8311665,069500,84522.41327290333,74.29567559127298,4.5766958744198085
26,86524.6572791653,87849.5542989087,83869.49627821462,86151.89786596766,9969473,069500,84673.14847563313,65.79613699390327,3.792986709641715
27,86230.78138360998,86500.93289159545,83880.91753825481,86466.76448315405,5379176,069500,84838.88221946743,72.92800641107064,3.612271751407422
28,88419.7295920193,89329.55182510804,86478.62905892998,88278.58926880929,9493547,069500,85103.21266452968,76.09515183421523,7.491715118182226
29,89551.58592428899,90181.4317115991,88522.70023856596,88713.29050314723,6560675,069500,85446.01264815882,73.57732980556607,9.841610738256266
30,91461.39197820297,92404.21105087534,89103.73694937168,91194.0067124514,2265764,069500,85859.54927896024,78.07796379817657,13.37916595894306
31,93792.52134883865,95541.74397405988,93299.35416396127,93381.97409190441,4747605,069500,86427.41272046693,81.00067400946098,18.792796632183837
32,93825.87644955078,95792.6153852181,93552.69926579062,93942.58659798646,3284644,069500,86987.37158197798,79.40923307725105,18.589564216009848
33,93436.29104947415,93436.29104947415,92222.60657602263,92573.4149633876,7370060,069500,87525.78225436358,73.25600781448745,16.604661128696044
34,93438.54542961072,93438.54542961072,92046.73914633998,92840.09066319653,2204945,069500,88054.27767002226,72.73549661106689,16.0093216752652
35,92215.37610027615,94698.89926486548,91824.3409831084,92023.08674402614,6722372,069500,88465.33641206045,68.58613710488602,11.973265699287605
36,92896.9511720702,94989.36593030524,92293.94273756476,93713.99838884454,9183666,069500,88943.8206567408,68.77989500866397,14.858089221901274
37,92568.97429831407,93772.93415825648,89937.53038927217,91927.72124737648,1907411,069500,89320.15154644492,60.768405138133055,10.760188569318649
38,89596.21856671535,92530.68926334482,88755.9817999422,90339.81150978776,7957154,069500,89533.07987881813,60.51911696758246,4.796279469081238
39,88928.309724453,89653.10374460572,88667.63649648963,89541.92109608908,6262436,069500,89718.44000916314,57.03363186498508,3.4188904732420804
40,89153.72751118957,91461.20374376007,89033.04962898049,89584.20964189483,1607757,069500,89878.75106684312,60.627130384379406,2.3214269721021705
41,89090.9776515294,90655.20712252005,88596.33812904502,89154.97634703793,6308573,069500,90012.93149154638,58.26471569049435,1.3238467237034102
42,88239.52528483268,90222.21839255495,87743.41350633209,88515.3558426106,8070524,069500,90035.21981435163,50.78446388476028,-1.2603710060434228
43,87297.91337602794,88292.75877949402,85709.87180324054,88096.92458965801,3042376,069500,90021.48926510011,47.95562926838799,-2.244203627031732
44,89783.38044855672,90413.27632612053,88939.5699163596,89562.98429023765,4819390,069500,90157.05637956706,44.19980003391039,3.0428986767864377
45,88117.99762848382,89568.99382080142,87965.96948025319,88626.85894296758,4659626,069500,90231.52318952676,31.43723966778279,1.78706957330294
46,87310.15247658228,88492.75846084776,87310.15247658228,87967.32009053981,725121,069500,90322.29430075537,26.852859823753008,1.814647040029183
47,87185.10646610743,90292.8917998536,86257.025541076,87936.49846185108,6931257,069500,90395.78099969022,29.959367271796907,0.983258538003327
48,88761.2549282775,90771.48526662089,86253.63187581564,88434.09902495261,1874782,069500,90403.55648749738,31.330089098575485,-0.13536863769524632
49,89243.6995691482,92285.79072774283,89243.6995691482,89804.05986283802,3757711,069500,90458.09495548194,41.01802696423973,1.4047162767765367
50,92834.85872061647,92834.85872061647,90222.45966131946,92322.30340302031,988646,069500,90514.50979001037,44.720429278750615,3.762447590078993
51,95686.01495743674,97760.65368883949,95335.75726203792,95643.91659722399,9522609,069500,90627.60691527635,62.62694576882594,6.694631941454698
52,94000.64234852763,95836.02949160198,92634.42682582978,93383.03319384984,1843691,069500,90599.62924506952,59.888095153356986,1.4877594653816955
53,92632.12108262636,94352.39375482465,91100.10661327833,91883.09334312592,4454858,069500,90565.11316405644,57.275077039569766,-0.017924864614131675
54,93174.21463134143,95327.22570352904,91424.57451554002,93129.10360272872,9866163,069500,90579.56381103305,60.24886407278618,2.1011119412488615
55,89368.99011558897,89559.49043638447,87774.36170603202,88868.48880418793,7817393,069500,90421.83391404114,49.321937860257606,-5.0781315442891755
56,85096.75330351973,87107.07473876236,84340.2365551883,85849.26506601287,5922117,069500,90028.59724789955,44.32868925610711,-12.467367949415038
57,90451.16784628203,92077.58808904402,88565.13736654533,90086.9227166482,4468421,069500,89936.55732136313,53.641444813190866,-2.1993951274633434
58,88328.41302071167,89109.41349523852,85013.36444395655,87515.98841770417,4994593,069500,89795.36616675896,46.39983154775545,-5.304175973006357
59,86505.41342221525,87467.22120492307,85501.12779122202,86948.31043802097,2726890,069500,89665.68563385555,47.009078047026726,-5.628003210413382
60,87655.9398192546,90208.56573344496,87655.9398192546,88062.02401097439,3198197,069500,89589.57635230952,50.166060438558105,-3.420829264705422
61,87312.86725379454,89604.57606061928,85971.04900228098,87605.5270659682,4345979,069500,89512.10388825604,49.42818785420673,-3.8107121455735324
62,87607.40572796657,88673.29182739388,86111.96491174605,87734.48199655191,2802818,069500,89473.0601959531,48.77569147268061,-2.702889768278457
63,88736.88888092067,88985.07646734713,88595.32048131453,88623.39040782792,7670194,069500,89499.3834868616,47.89848205693021,-0.17101975743008346
64,86260.20197819111,87159.23583370604,84313.04419995059,86632.40243613691,1828866,069500,89352.85439415657,39.67860247483108,-5.2845674306293535
65,85742.0500675743,86068.97292430379,82733.50273569017,84996.68667942219,9458129,069500,89171.34578097929,29.42780489242304,-6.720413681248335
66,82983.24871907361,84341.11623007522,82631.27588517379,83326.09704330048,3498846,069500,88939.28462861733,30.114749065739048,-9.59880919597764
